time,"-15,0","-10,-20","-10,-15","-10,-10","-10,-5","-5,-25","-5,-20","-5,-15","-5,-10","-5,-5","0,-15","0,-10","0,-5","5,-10","5,-5","5,0","10,-10","10,-5","10,0","15,-5"
2.0,0.001287562862,0.00253123407645,0.00128157167801,0.00169156084939,0.00096356105455,0.00149614861247,0.00201435415889,0.00169150177789,0.00117616697642,0.00123829008493,0.00160370631572,0.00116667613302,0.00151522994474,0.0020417570846,0.00127681427972,0.00118332085517,0.00137902769255,0.00156380175542,0.00208838793523,0.0005497010713
2.05,0.00121722786741,0.00274806304112,0.00150309336867,0.00196229771361,0.000987054780172,0.00137516720397,0.00176012765559,0.00163554013947,0.00131809779654,0.00144059945921,0.00153460548272,0.0010390866594,0.00128846515932,0.00154554452546,0.00131215650289,0.00104670862307,0.00119676096395,0.00174699023442,0.00204791443742,0.000680075953872
2.1,0.00146915455444,0.00269322056334,0.00178388201636,0.00220595279558,0.00104895903592,0.00138127544445,0.00154773655682,0.00143517267341,0.00135736576163,0.00163885699473,0.00157238875073,0.000891608334705,0.00100871317465,0.00112844820816,0.00129021411268,0.000921596094035,0.000984356529745,0.00182564419482,0.00164014285618,0.000902539794382
2.15,0.0015585459833,0.00233459485034,0.00201782108136,0.0020518621837,0.00104221526009,0.00130324827287,0.00135089679641,0.00125656871751,0.00144169194484,0.00163665140483,0.00146294995953,0.000889003081845,0.000968274986408,0.00108221456615,0.001222136151,0.000920709299779,0.000978171286011,0.00170626574478,0.00128659865486,0.000915030767802
2.2,0.00152848796052,0.00194895131802,0.00174730571161,0.00175913178517,0.00115969612788,0.00135139720335,0.00136456673519,0.00120836708421,0.00142293010189,0.00163772381263,0.00116189977844,0.00108522268535,0.00103468342611,0.00111742912875,0.00106409722625,0.000999411884776,0.00100514095872,0.00144598615218,0.0010558022847,0.0009322259541
2.25,0.00151145765707,0.0019324182002,0.0015926845458,0.00133928491261,0.00114144210148,0.00117612874394,0.00130066192692,0.00125198796354,0.0013335284289,0.00156905710601,0.000859307376504,0.00118986639871,0.00118140141181,0.0011374725317,0.0011575099183,0.000896549553281,0.00104375111856,0.00132353587961,0.00113531270936,0.000750672854408
2.3,0.00117949593598,0.00174130125575,0.00144141417452,0.000899592764551,0.00112340432557,0.00113731778436,0.00114016904141,0.00126340212363,0.00120708205976,0.00135014608693,0.000773325524432,0.00121600298452,0.00131314422516,0.000958603291236,0.00108964268331,0.000838331593007,0.001103889224,0.00122148228531,0.00115079683804,0.000786872857743
2.35,0.00082117936388,0.00157574383615,0.00121500814466,0.000922404685061,0.00109842490954,0.000810014680654,0.00116147400491,0.00114412577669,0.00108756348388,0.00116547982631,0.000739834470684,0.00123711182148,0.00160064086377,0.000823246941646,0.00136773136987,0.00113725163777,0.00112896098143,0.00116052137749,0.00140792500244,0.000968223733927
2.4,0.000798544681457,0.00156407462096,0.00102096630831,0.00139429528652,0.00101314255902,0.000809749818468,0.00132302343636,0.00118938192833,0.00108495680141,0.00111384029351,0.000840742126507,0.00125971052769,0.00154790625525,0.000749400854669,0.00133590942893,0.00137702201766,0.000998441817823,0.00109283160672,0.00156945714406,0.00129199653523
2.45,0.000925305364285,0.00155940647697,0.000908610363249,0.00169106519889,0.00089430846712,0.000806338979395,0.00140507697425,0.00130074923181,0.00101814992756,0.000995100132191,0.00105641130571,0.00119099710553,0.0015478707687,0.00063002428126,0.00103996655921,0.00151749807355,0.000998087961601,0.00105531775797,0.0015788547356,0.00193092485283
