time,"-15,-10","-15,-5","-10,-5","-10,0","-5,0","5,10","5,15","10,10","10,15"
2.0,0.00077574584085,0.000722759866249,0.000872043068232,0.00127942957467,0.00156196846438,0.00161211920619,0.00168708901547,0.00155611055587,0.00163848750631
2.05,0.00074033640574,0.000653749904422,0.000929596355493,0.00125721916872,0.00133905847019,0.00155336505242,0.00238088553799,0.00145623933488,0.00144282433513
2.1,0.000692303375414,0.000826300369616,0.000749647420937,0.00133411936483,0.00113498893657,0.00154781337389,0.00275044939206,0.00130033849557,0.00135551934003
2.15,0.000864185023671,0.00101958571835,0.000723748210553,0.00129406479979,0.00109603831343,0.00159594631602,0.00235673474663,0.00108071207542,0.00115837228055
2.2,0.00104030465781,0.00113382471949,0.000834139484665,0.00139864706533,0.00140372182171,0.00136207119439,0.00184295949442,0.000933425585481,0.00124053716915
2.25,0.00107235625511,0.00124057757318,0.00106410682382,0.00141287657222,0.0012372661154,0.00115920108967,0.00135766838048,0.000982071033213,0.00108156908745
2.3,0.000756928643157,0.00130607985384,0.00105008478523,0.00133978298097,0.00124368910693,0.00108620035747,0.00111180220432,0.00100269722073,0.000828856565888
2.35,0.000717298539683,0.00146612607855,0.00104249988302,0.00110120606508,0.00202723557995,0.00112901529073,0.00115326523156,0.00115479268729,0.000799457073278
2.4,0.000659840654583,0.00158584131237,0.000814876213211,0.00106919498465,0.0024971804401,0.00117353414321,0.00127350668927,0.00125526149691,0.000887614583283
2.45,0.000561351866024,0.00179231892953,0.000756893579901,0.00123010952899,0.00256997481148,0.00109134211914,0.00119331859413,0.00140286270593,0.000759345394659
2.5,0.00058451533794,0.00174806564655,0.000680920013236,0.00109945209197,0.00226489464313,0.000943457103955,0.00115029003444,0.00135932178874,0.000866257199005
2.55,0.000742176694035,0.00141900461899,0.000804629441401,0.00115455486461,0.00233203799,0.000932862493425,0.00103192173664,0.00145232652826,0.00106214278404
2.6,0.000934950638765,0.00120664379242,0.000894306483063,0.00113642292945,0.00233807418981,0.00113507183911,0.000958008695535,0.00113241632344,0.00108580096642
2.65,0.00136970814348,0.000998070243354,0.00107191256084,0.00139186233156,0.00211184100189,0.00108787336454,0.000928706991828,0.00122063441745,0.0012083784733
2.7,0.00158477278434,0.00110094230357,0.00124927362074,0.00145828250833,0.0016185814845,0.00101243018842,0.00112021532435,0.00127651690411,0.00112660990939
2.75,0.00183331375346,0.001028988476,0.00123993773582,0.00142367394511,0.00113832020855,0.000836940493833,0.00121670605035,0.00108489605069,0.0010677555013
2.8,0.00181975212563,0.00166510712286,0.00152250164083,0.00134537658928,0.00120450350937,0.000905754916753,0.00141938005829,0.000787016081475,0.0010964985575
2.85,0.0017680741058,0.00224105902271,0.00150471508349,0.00151697102283,0.00134998124283,0.00104665800668,0.00138195020424,0.000814762562443,0.00106580249615
2.9,0.00156735448212,0.0022253114641,0.00140532806096,0.00139684015153,0.00119605426865,0.00118243345192,0.00125267899324,0.000823312322558,0.0012375130381
2.95,0.00161943421593,0.00163357674683,0.0014447383904,0.00123350318319,0.00118027199759,0.00128663366822,0.00112397218153,0.000945053404936,0.00140917618955
3.0,0.00158639225995,0.00137668596532,0.00157306348556,0.00121536900773,0.00111014096511,0.00122040704102,0.000945866924262,0.00105561194918,0.00139752939562
3.05,0.00130391092349,0.00120153071364,0.00147348523991,0.0013284929707,0.00117001276401,0.00109786640252,0.000889540131654,0.00107555497197,0.00138977350468
3.1,0.0010000286127,0.00117293982031,0.00127497784127,0.00119476514002,0.00151539073386,0.00105723034596,0.000984715488977,0.00115713423054,0.00117369598722
3.15,0.00107420769131,0.001033351758,0.00105363448615,0.000944741276149,0.00132424769234,0.00109396627891,0.00103699357917,0.00123012542027,0.00116423045874
3.2,0.00113906271826,0.000886261731245,0.000838379832621,0.000894729492175,0.00132620899139,0.00117301833032,0.00119992216562,0.00115350914628,0.000766562696915
3.25,0.001069723189,0.000920161141197,0.000852183743546,0.00080858148659,0.00145736181026,0.00112670933397,0.00126355699904,0.00102308862423,0.000647647457797
3.3,0.000786326586329,0.000920887876305,0.00100970588124,0.000733499774616,0.00144611927791,0.00136922381915,0.00132779977716,0.0010324367603,0.000820546667089
3.35,0.000523402254405,0.00104800325725,0.00103345259469,0.000778616175663,0.00143494376865,0.00145613841945,0.00134363551282,0.00102586314496,0.000863931194528
3.4,0.00045359443142,0.00132383542614,0.000913218444977,0.000996749621831,0.00134609513969,0.00125978266662,0.00141938141185,0.000977785946638,0.000912786699219
3.45,0.000678884899448,0.00132438955913,0.000797678394548,0.00125671152484,0.00147810418734,0.00116709691713,0.00120383610399,0.000885241246673,0.000846523260464
3.5,0.00103246970192,0.00134864110609,0.000919570572697,0.00142346490716,0.00140312787811,0.00107708516827,0.0010743382556,0.00101545920752,0.000954289710807
3.55,0.00114146547112,0.00132825616585,0.00104093295621,0.00142490234351,0.00109012048501,0.00118335330475,0.000998103192179,0.00147402475796,0.00127490968732
3.6,0.0009481803048,0.00115555225464,0.00124137961432,0.00107431438476,0.000854609674844,0.00148922835601,0.00115207407803,0.00173502148701,0.00151818403471
3.65,0.000730722421257,0.000998330246082,0.00112662695492,0.00102925021211,0.000756575258703,0.00156788941953,0.00120934409022,0.00165312089403,0.00157382057336
3.7,0.000830906022331,0.00107041397539,0.00123813113246,0.00115806260479,0.000901767656877,0.0015207687342,0.00129847233438,0.00138464479573,0.00144560618371
3.75,0.001140830607,0.00121959925901,0.00120446743759,0.00122266089133,0.00106203444734,0.00126666900945,0.00101892639189,0.00137958023384,0.00132495688123
3.8,0.00166154367794,0.00145780579629,0.00141587125894,0.00116253373696,0.00153743841539,0.00107018904945,0.00092545861736,0.00102804414156,0.00100436554263
3.85,0.00205580352816,0.00137971475112,0.0013870349133,0.00124317268834,0.00155130688144,0.000931518938428,0.00102828772358,0.000975285674003,0.00108326057731
3.9,0.00195112962854,0.00133670235964,0.00130983367347,0.00117165400127,0.00140942989913,0.00101138944669,0.00106718171143,0.000869675706641,0.00121298865668
3.95,0.00160827816748,0.00131933221869,0.00104845078437,0.00111910498128,0.00130619174481,0.00117876979279,0.0011377941939,0.000970657071051,0.00159687555478
4.0,0.00148936416172,0.00149857617388,0.00100490873571,0.00111555263356,0.000980249307693,0.00129193009831,0.00106487751473,0.00120670950116,0.00176174313609
4.05,0.0013103854814,0.00161003011428,0.00109824451233,0.00096883835181,0.00126051426445,0.00132506317352,0.000863112878365,0.00126083259307,0.0017354178375
4.1,0.00102979087037,0.00145359916146,0.00126650120306,0.000884664312391,0.00105412146999,0.00122544597067,0.000622813476093,0.00129115560889,0.00184791128447
4.15,0.000811635576425,0.00142132862012,0.00121333559029,0.00101088083747,0.00111181566103,0.00130481796925,0.000552744881945,0.00148575427371,0.00137653387111
4.2,0.000976602903679,0.00139583966624,0.00115895220851,0.00100614663754,0.00107244079364,0.00122986657218,0.000741360698508,0.00122590001609,0.00116757759293
4.25,0.000989600999048,0.00115027645649,0.00123908889515,0.000947658894477,0.00111971971961,0.00126708640366,0.000888600685327,0.00107685397098,0.00116145422822
4.3,0.00122343053297,0.00100198579637,0.00121247195327,0.000932391174116,0.00121333234475,0.00115039897991,0.000997997199092,0.000987140521491,0.00127784742371
4.35,0.00118616354082,0.000751873098969,0.00124047433503,0.000989435826742,0.00137732862906,0.00108336252557,0.000959459175656,0.000937940640088,0.00141433116304
4.4,0.0013006714237,0.000687888358109,0.00121731811532,0.000999664060137,0.00146531997304,0.00126338852789,0.000901125415998,0.000875018609268,0.00145651172406
4.45,0.00143886020019,0.000799486941347,0.00112267937613,0.00102232568442,0.00207841392941,0.00120254270615,0.000804138071027,0.000989195113881,0.0012763295134
4.5,0.00111682106635,0.000832508760037,0.0011406640456,0.00105759352094,0.00251748044551,0.00121764479715,0.000965629308928,0.00106864054221,0.00112411571262
4.55,0.00102474644769,0.000788606819281,0.00126807355599,0.00117051228663,0.00299370132606,0.00115202541812,0.00106439764976,0.00112779702749,0.0011220276467
4.6,0.00101623962773,0.000843918141135,0.00140122787426,0.00103566641638,0.00310787081069,0.00124494433311,0.00122997068507,0.00132964519462,0.00134903825616
4.65,0.001002640861,0.00099273180192,0.00133586087631,0.000972593548152,0.00238523249649,0.00125778151572,0.00128026531068,0.00131684099319,0.00180727140681
4.7,0.00109972210714,0.0011157908304,0.00115657901528,0.00095741631863,0.00154502513609,0.00110616530418,0.00156499294068,0.00149466131028,0.00141777804596
4.75,0.000830609112461,0.00121612153176,0.00109495734512,0.00096145719616,0.00157967731675,0.000987333702943,0.00177974820504,0.00146401486777,0.00095820797034
4.8,0.000821006217658,0.000991939395715,0.0013062026602,0.000982989136772,0.00190892551722,0.00100925734652,0.00159313597576,0.00140642850719,0.000780589108722
4.85,0.00107291601896,0.000894032821761,0.00133221862871,0.00135828300993,0.00260881775376,0.00122545209389,0.00110060825241,0.00132991919327,0.00108038578658
4.9,0.00154167751651,0.000808614493316,0.00124623876779,0.00166824896847,0.00346520109756,0.00135951105958,0.000890847684157,0.00122893916778,0.00144105094317
4.95,0.00174484097206,0.000927945485022,0.00133443474754,0.00200340080318,0.00388064744546,0.0013652172061,0.000814864608744,0.00118690860972,0.00127395500407
5.0,0.00161709943611,0.00102836637207,0.00142533415077,0.00212553877473,0.003484278228,0.00127317335437,0.00079916825631,0.00124471623347,0.000846553585375
5.05,0.00139330567613,0.00122788699874,0.00136795147828,0.00204485317476,0.0024532362903,0.0014549753982,0.000865109790581,0.00156630724251,0.000857768172063
5.1,0.00101430838513,0.00106449244372,0.00130197707217,0.0018191948385,0.00194816880314,0.00160483028069,0.0010434783449,0.00145229804521,0.00102117937008
5.15,0.000710899718764,0.000613131416961,0.0011678309302,0.00158201591741,0.0018575813926,0.00149206206707,0.00111243941068,0.00139290639282,0.00096953975591
5.2,0.000540728086551,0.000563820088087,0.0010900569726,0.00125211587173,0.00166543768918,0.00112650851156,0.0010795979176,0.00110310621514,0.000998127695564
5.25,0.000482061162026,0.00065444817969,0.000997898251237,0.00130699233123,0.00169561728059,0.000928035239677,0.000969777959448,0.000741183129131,0.000929840314078
5.3,0.000705290961827,0.00091360391519,0.00102369167624,0.00119032183639,0.00146718231565,0.000987737280786,0.00109173578701,0.0008555738517,0.00125463246509
5.35,0.000939693561895,0.000948596005339,0.000966115533604,0.00118125676888,0.00161947886899,0.00121565247607,0.0012126337855,0.00134366180173,0.00181916016374
5.4,0.000852535715776,0.00101177376766,0.000878978878034,0.0010816360614,0.00183595574563,0.00141751232847,0.00109989117671,0.00165624110134,0.00180937709377
5.45,0.000992121846652,0.000981358648415,0.000872601844596,0.000942914416189,0.00186755149529,0.0013229967386,0.00096995484496,0.00134479239461,0.00156474536651
5.5,0.00117034028848,0.000830992803006,0.000914382867971,0.00083504197583,0.00155448419354,0.0012406654775,0.00107066826451,0.00105285388157,0.00129367521991
5.55,0.000965019480554,0.000683600788019,0.000981067674799,0.000943096598395,0.00146796736471,0.00132863247252,0.0011605737769,0.00102298394935,0.00127915145679
5.6,0.000789302238378,0.00082342740266,0.000776739791222,0.00101893726863,0.0014744592002,0.00146037604216,0.00115363498387,0.000949267178893,0.00163880471704
5.65,0.00070377349252,0.000792778819245,0.000744300743396,0.00131120680995,0.00146499619306,0.00148395883706,0.00124445051911,0.00109056689512,0.0020968071739
5.7,0.000759776279774,0.000853307815076,0.000799180336533,0.00142195687027,0.00152487514433,0.00140196352419,0.00135868641059,0.00141709889255,0.0017156186306
5.75,0.000775481271157,0.000810685452549,0.000810682025583,0.00118409390215,0.00156489551314,0.00133404083869,0.00144078568429,0.00173561525503,0.00156060456263
5.8,0.000852243666167,0.000787775676533,0.000721222522152,0.00111816407761,0.0014125660611,0.00140574427159,0.0012731789652,0.00218733644549,0.00149406945451
5.85,0.00100121167855,0.000766798192142,0.000814029140243,0.00118613061167,0.00109354322124,0.00142238566892,0.00132891924485,0.00239963638877,0.00187560889182
5.9,0.000911003145559,0.000632911225681,0.000941423147239,0.00111470006248,0.00102566286398,0.00142373108373,0.00159290370037,0.00209930716832,0.00184439569402
5.95,0.000956708455363,0.000705955303344,0.000857981873312,0.00115883922862,0.00114217034941,0.00153467921528,0.00168012028459,0.00175451047798,0.00236321453707
6.0,0.000838587746865,0.000721026759532,0.000701248095753,0.00133403934074,0.00119630074803,0.00133883484686,0.00170203936704,0.0018292622547,0.00315734384948
6.05,0.000743942716955,0.00070752349028,0.000660736935985,0.00152443413134,0.00121963747157,0.00231259905281,0.00206849195395,0.0044293481767,0.00523488483972
6.1,0.000913824437485,0.000879069327014,0.0006479655656,0.00142660243158,0.00132763162743,0.00353897977217,0.00261701674414,0.00872489557152,0.00785133137348
6.15,0.00110337176744,0.000986898431717,0.000661145022496,0.00127033255602,0.00128664443418,0.00445693189528,0.00225414771105,0.0110313124386,0.00850243886477
6.2,0.00123190017408,0.000978160760501,0.000739113478308,0.000985944213409,0.00129620982722,0.00392798093112,0.00156455141042,0.00910449725402,0.00640539075005
6.25,0.00135902910887,0.000976712821786,0.000862245792616,0.00101302706209,0.00126016567722,0.00271084118494,0.00214645872785,0.00540267703506,0.00324215586977
6.3,0.00134944889062,0.000938144958117,0.000950705619605,0.000872113926596,0.00109517721212,0.00171096437391,0.0030260546364,0.00259705635742,0.00217421818527
6.35,0.00129206529227,0.000780126770715,0.00107814672961,0.000957092143781,0.00114504717907,0.0015413389869,0.00388868839652,0.00190012409191,0.00200030827159
6.4,0.0012328608525,0.000765282405649,0.00120391163393,0.00101000056176,0.00140096960838,0.00205649020926,0.0040623198154,0.00305970878814,0.00233144626483
6.45,0.000924792599008,0.000748136943843,0.00129070514161,0.00137225826334,0.00161934360917,0.00248316431979,0.00337069115085,0.00446437011003,0.00251740448764
6.5,0.000829864728981,0.000704495025245,0.000983959983381,0.00136774406196,0.00139085433303,0.0023464130076,0.0029550230114,0.00425787655803,0.00224823297337
6.55,0.000908723356624,0.00070196634786,0.000836464502738,0.00131855082372,0.00154761459324,0.00163188052545,0.00359889007316,0.00278071377907,0.00229941285117
6.6,0.000987144778337,0.000740753402702,0.000711342462346,0.00121248096181,0.00156351667619,0.00164794069843,0.00446320331691,0.00254270077753,0.00306658101415
6.65,0.00107175527418,0.000688843083278,0.000873714016717,0.00098435828339,0.00136992875473,0.00175837046177,0.00451355368323,0.00270913154144,0.00343104904887
6.7,0.00128218701788,0.000577102971431,0.000816887674341,0.000961821195117,0.00133557634855,0.0016983865957,0.00396820223946,0.00295525561313,0.00307658326106
6.75,0.00128776577676,0.000509378111764,0.000733661963005,0.000997017042872,0.00125049103454,0.00158191957311,0.0033773890941,0.00241994373383,0.00299471099408
6.8,0.00106109692346,0.00055091363248,0.000766529503284,0.00118153857543,0.00135011961063,0.00153596764208,0.0031528711422,0.0020945312059,0.00318792993181
6.85,0.00107109673181,0.000697545825596,0.000952129054041,0.00116662340421,0.00154986189716,0.0016333088427,0.00267040380331,0.00216472974272,0.00292661208009
6.9,0.00102932207445,0.000745482839924,0.00086750188478,0.0010692540491,0.0016880482702,0.00164612627639,0.00230293340479,0.00219054468304,0.00278225495394
6.95,0.000983038607879,0.000683479066467,0.00076439098098,0.00107666560232,0.00148684557443,0.00148782680845,0.00203246790115,0.0022301188091,0.00257094877329
7.0,0.000903063494724,0.000512569190692,0.000673062068977,0.000944503119148,0.00132585514555,0.00183790908557,0.00177792348336,0.00230636475857,0.00272095871083
7.05,0.000828806056031,0.000427825703853,0.000577165400849,0.000968606566905,0.00131803821856,0.00204564898742,0.0014442427755,0.00243890107638,0.00271283465724
7.1,0.000805575358623,0.000379196535596,0.000488320915865,0.000923996389455,0.00147845872248,0.00185342987872,0.00146105025031,0.00185160753177,0.00213570803887
7.15,0.000575312363134,0.000433856956316,0.000613298051674,0.00086773403808,0.00132338328853,0.00151069526204,0.00139191029138,0.00149572949215,0.00177302736596
7.2,0.000636496796406,0.000463192804457,0.00065229938772,0.00068436686675,0.00109887962936,0.00140317930493,0.00145124611851,0.00128330661043,0.00156313531618
7.25,0.000651079530763,0.000612900319906,0.000730992619523,0.000855758769199,0.0011220716562,0.00129321125768,0.00140715159015,0.00122406626773,0.00125530495531
