time,"-15,-10","-15,-5","-10,-5","-10,0","-5,0","5,10","5,15","10,10","10,15"
2.0,0.00133332578531,0.000913269338221,0.0015918917588,0.00119019742221,0.00209558577162,0.00111861533255,0.00140577458281,0.00139871300598,0.00127604047968
2.05,0.00113104676453,0.000803084165743,0.00144783372009,0.000829980904643,0.00170928345481,0.00125465152698,0.0011663610019,0.00155352063055,0.00114734684055
2.1,0.00113128158596,0.000696243701783,0.0012095210271,0.000585469905843,0.00153487644462,0.00153627731044,0.00155695396818,0.00164632971441,0.00131596715139
2.15,0.000916028186148,0.000595153651718,0.00104094478524,0.000631602014138,0.000956770376449,0.0017918778774,0.0018235222549,0.00185113382465,0.001649341248
2.2,0.000819726956718,0.000511126021971,0.000971781960005,0.000631482282326,0.000676615271633,0.00161921883427,0.00177340237521,0.00151091125648,0.00185572197424
2.25,0.000822046908601,0.000611130692559,0.000936756814022,0.000636478133891,0.000523096793336,0.00133659748832,0.00136419131207,0.00117532541382,0.00136107575362
2.3,0.000838025529972,0.000666114054832,0.000905857197888,0.000755851834849,0.000650605227558,0.0012331614987,0.00116296464011,0.000987605974209,0.0011951876312
2.35,0.00090673979359,0.00079941993519,0.00104746042704,0.000845425306839,0.000938535586259,0.00118618168543,0.00120351421206,0.0011333516334,0.00115711492532
2.4,0.000937727179616,0.000792358939611,0.00105558326217,0.00102834971499,0.0016027432436,0.0012396798205,0.00125689976618,0.000916335361386,0.00123485905878
2.45,0.0010478737611,0.000896904792315,0.00128744715142,0.00116464378893,0.00192452993128,0.00137230000309,0.00129272963749,0.000856267850692,0.00129475392623
2.5,0.00105098315957,0.000817823837648,0.00124700768455,0.00128485084311,0.00204870696187,0.00130175404423,0.00108218312931,0.000762347252379,0.00116010366558
2.55,0.00113777978797,0.000941496699702,0.00114036370917,0.00141763488682,0.00194288556836,0.00122467580222,0.000946418985845,0.000829637215379,0.00116372961614
2.6,0.00110472629327,0.00116915858621,0.00125868127077,0.00151021782515,0.00216514339566,0.00141016943105,0.00110063671892,0.000994492957146,0.00144476970811
2.65,0.00121072131722,0.00107168508049,0.00163338789878,0.00147703963204,0.00189977830251,0.00165653077888,0.00115924483686,0.00131252458223,0.00144984018062
2.7,0.000929802384429,0.00100697986718,0.00162807474158,0.00168561363513,0.00201448114419,0.00169021911358,0.00114056870227,0.00189644495738,0.00147869307139
2.75,0.000628355337501,0.00106871282044,0.00144594653465,0.00203590747749,0.00246753803902,0.00194101384857,0.00102433328092,0.00240008775771,0.00161850206383
