time,"-25,0","-25,5","-20,-5","-20,0","-20,5","-20,10","-15,-15","-15,-10","-15,-5","-15,0","-15,5","-15,10","-10,-15","-10,-5","-10,0","-10,5","-10,10","-5,-15","-5,-10","-5,-5","-5,0","0,-10","0,-5","0,5","5,-15","5,-10","5,-5","5,0","5,10","10,-15","10,-10","10,-5","10,0","10,5","15,0","20,-20"
2.0,0.00248871355092,0.0041027747853,0.00214764062763,0.00280069762892,0.0036759809529,0.00294976301316,0.00523756983047,0.00321063923088,0.00266835153388,0.0032998166752,0.00318407997723,0.00246006308238,0.00327067061098,0.00261054767479,0.00403318732762,0.00347782146983,0.00338123370014,0.00225124475628,0.0019940034526,0.00174679883692,0.00127019790644,0.00261763544192,0.00235352815592,0.00224591787004,0.00170298239045,0.00233580882936,0.00246754454271,0.00289181483808,0.00210145602953,0.00346992250644,0.00208785030032,0.00175480136612,0.00225356359377,0.00178627285452,0.00228781029224,0.00197033412734
2.05,0.00290132731787,0.0039927595839,0.00222537804903,0.00354213977895,0.00361666596398,0.0029622555578,0.00436766224997,0.0032967227941,0.00261896156162,0.00342227773715,0.00346750322566,0.00208507797026,0.00324319001586,0.0027650431251,0.00421897808478,0.00370926209962,0.00345006480832,0.00218383132451,0.00194251623369,0.00148375744915,0.00145987884333,0.00272007341083,0.00260559081012,0.00185969166374,0.00185764892333,0.00285169778971,0.00216689150995,0.00271368638354,0.00228490495118,0.0030056466674,0.00253820099443,0.00246088530995,0.00213099795536,0.00176900963627,0.00172721866008,0.00219392165065
2.1,0.00358821054823,0.00358364095164,0.00195478180796,0.00416803005645,0.00376040498271,0.00346151589312,0.00352192462609,0.00318597947218,0.00286758965769,0.00327392916228,0.00354986297956,0.00183851560333,0.00295427873188,0.00305026092467,0.00367507718548,0.00391393124143,0.0037682749586,0.0020207091899,0.00239118234053,0.00151317429788,0.00191722006404,0.00266818945046,0.00183234608743,0.00166857037649,0.00202665812479,0.00326334221175,0.00219587881555,0.00259939869116,0.00245089232976,0.0025719086531,0.0028268404297,0.00298961573565,0.00193581041267,0.00173277072348,0.00142784351459,0.00234380842191
2.15,0.00395397156583,0.00350874293908,0.00254605448369,0.0045011929212,0.00405255477206,0.0043581821528,0.00316115896946,0.00256952954165,0.00306885078967,0.00301357521277,0.00364574154679,0.00201895312914,0.00285273582107,0.00269990116696,0.0037022858434,0.00290582025409,0.00434078895697,0.00164387649975,0.00263379985858,0.0013161854159,0.00234768598883,0.0024769373793,0.00106657602904,0.00155542298841,0.00243336157517,0.0031660409332,0.00227665123332,0.00222794017511,0.0021763565376,0.00211750742807,0.002675268156,0.00203176145826,0.00174622403533,0.00172613301651,0.00166989277524,0.0022229665968
2.2,0.00429786150347,0.00327077019871,0.00259118252459,0.00492316451223,0.00395979947523,0.00506064766866,0.00310326334407,0.0023541108523,0.00334687052323,0.00272954891221,0.00329599059487,0.00219643429686,0.00290957066252,0.00249602270467,0.00337933471375,0.00265226479921,0.00408477566307,0.00136394539523,0.00282637812322,0.00136663495511,0.00242487618225,0.00221515993895,0.00104998686247,0.00174706748591,0.00264582153735,0.00299876863703,0.001922281196,0.00192767957938,0.00227977395466,0.00155867752142,0.00239622327677,0.00147434434442,0.00164574400276,0.0017697084846,0.00194282547739,0.00250022642923
2.25,0.00468353859162,0.00326083211613,0.00229468251243,0.00498150242261,0.003493769233,0.0045113859419,0.00284016479768,0.00216980910546,0.00372728798769,0.00273664077532,0.00311558557679,0.00251020563093,0.00300359563697,0.00256119672955,0.00288982676651,0.00214683969463,0.00342659189554,0.00121210187249,0.00243107166375,0.00151431539909,0.00236170810597,0.00205309751098,0.00138604040334,0.0017139442246,0.0028776039528,0.00274557621599,0.00195825837279,0.00192740344214,0.00242724547344,0.00187226806485,0.00201660806486,0.00131108200998,0.00156893398394,0.00194194640699,0.00189624927161,0.00264074226933
2.3,0.00407816440757,0.00326049064885,0.00228489071329,0.00346834330647,0.00305276784939,0.00354994869535,0.00246313837431,0.00196758262716,0.00374732909911,0.00250600789626,0.0029101374291,0.00269827486589,0.00273919527632,0.0024013801913,0.00277549542323,0.00220254238125,0.0033583105948,0.00142043793561,0.00195719390822,0.00145321081987,0.00268347671939,0.00187930296452,0.00183191527077,0.00152383317369,0.00312446043247,0.00285424147896,0.0021112397487,0.00220651195786,0.00266412906438,0.00213966952212,0.00188449241815,0.00172121856159,0.00163830005358,0.00189050843457,0.00167254430194,0.00265232460865
2.35,0.00347933358073,0.00352791234999,0.00268460238574,0.00296973696086,0.00303288115511,0.00323125162542,0.00199792534634,0.00209500880993,0.00327254635362,0.00269767514928,0.00302479362479,0.00303670287191,0.00254267295098,0.00240351743636,0.00290171688011,0.0020047178083,0.00277941569641,0.00169204436401,0.00172988779294,0.00144439228602,0.00330437119148,0.00189448082206,0.00172177180423,0.00160753751533,0.00268105513457,0.00304405630208,0.00237672082857,0.00246338681332,0.00265525428352,0.00234266267546,0.00243738836118,0.00158565129711,0.00180410666194,0.00174402237102,0.00142614215601,0.00227106987848
2.4,0.00334807237013,0.00349987465377,0.00225856521374,0.00277529091599,0.00368443086234,0.00324098736941,0.00195851361698,0.00185516355805,0.00287355079431,0.00277864344197,0.003051414324,0.0033461296419,0.0021105002299,0.00211020652091,0.00321305900558,0.0020526663531,0.00246903847006,0.00200664323185,0.00154427544129,0.00130224007974,0.00345348446127,0.0019866978031,0.0014999040267,0.00168209267412,0.0023946290749,0.00363797265857,0.00244716074436,0.00240315987378,0.00273893167484,0.0027009812875,0.00351444881519,0.00150340998927,0.0018127459385,0.00170685817876,0.00157311960014,0.00168043439306
2.45,0.00369407510348,0.00326054521302,0.00256960765304,0.00299805780689,0.00410861824873,0.00324975222533,0.00250346153426,0.0018825770948,0.00287765657436,0.00282804464663,0.00345041814548,0.0032721698569,0.00177545905172,0.00226826368067,0.00325705340548,0.00243570678328,0.00228373621299,0.00207843657606,0.00141287986766,0.00153585864293,0.00347747999601,0.00194279535494,0.00192800881642,0.00188573821097,0.00244335800569,0.00356338605729,0.00275612955275,0.00237217216059,0.00277472921533,0.00318633181927,0.00379620068093,0.00160311483166,0.00179869379528,0.00174297883628,0.00234215920454,0.00151233549509
2.5,0.00396040025136,0.00337803822538,0.0026883455302,0.00405147172106,0.00419333465423,0.00325931121557,0.00352359641441,0.00208266987399,0.0032374608534,0.00282514819978,0.00353732006138,0.00349331703888,0.00200587026392,0.00249351598929,0.00369549925638,0.00224047397258,0.00228191726074,0.00217674613748,0.00123854407928,0.00147826324665,0.00345517214181,0.00220513248637,0.00227263976037,0.0020784150807,0.00209664460853,0.00287931794793,0.00260687344295,0.00201783818867,0.00290362029096,0.00335042969025,0.00335974341529,0.0014885944624,0.00178053122127,0.00193246770649,0.0026420539479,0.00172368141296
2.55,0.00413284645868,0.00370112813573,0.00349425938677,0.00494319827223,0.00350781247783,0.00311967706855,0.00386805181403,0.00248994564048,0.00304107903212,0.00312343198756,0.0033400578532,0.00262443121148,0.00204153265307,0.00261031036242,0.00381582475719,0.00200540745132,0.00202802208485,0.00217445022448,0.00131605725943,0.00175464318854,0.00361362444793,0.00191344246414,0.00255374858024,0.00198351691562,0.00175822146539,0.00235593916345,0.0026606177012,0.00210925744792,0.00294404637556,0.00358388672987,0.00278642396806,0.00196879516326,0.00162443763966,0.00189446266414,0.0035119909657,0.00196477354343
