time,"-25,0","-25,5","-20,-5","-20,0","-20,5","-20,10","-15,-15","-15,-10","-15,-5","-15,0","-15,5","-15,10","-10,-15","-10,-5","-10,0","-10,5","-10,10","-5,-15","-5,-10","-5,-5","-5,0","0,-10","0,-5","0,5","5,-15","5,-10","5,-5","5,0","5,10","10,-15","10,-10","10,-5","10,0","10,5","15,0","20,-20"
2.0,0.00282188582271,0.00397213791939,0.00390670819721,0.00380219084265,0.00390939532971,0.00253062919783,0.00241026206186,0.00290752479151,0.00261992381894,0.0033039313309,0.00237396717236,0.00187402661053,0.00276920143354,0.00170863416237,0.00191304175874,0.00378648914721,0.00256834108955,0.00273518327776,0.00219520142874,0.00168243789241,0.00129452760777,0.00153922304683,0.0013399397517,0.00236363380054,0.00174582770409,0.00422048039394,0.00225576229729,0.0026779910232,0.00162862348684,0.0030588438828,0.00210348243875,0.00275775587208,0.00191160471673,0.00210800600259,0.00202557974705,0.00251065851801
2.05,0.00329428370871,0.00333899530095,0.00295065737078,0.00361762915023,0.0038712024475,0.00284268849128,0.00196487605077,0.00291908484695,0.002369636712,0.00297285917304,0.0024125045422,0.00168771093099,0.00290524254121,0.00175348117245,0.00232424565532,0.00384559734613,0.0027836371631,0.00254567954898,0.00240157661104,0.00208114301693,0.00135416586228,0.00144570684557,0.00128539931414,0.00242675512161,0.00189895166423,0.00340054654963,0.00228758110527,0.00253563529772,0.00178151345207,0.00264748752966,0.00246658063611,0.00281598200677,0.00192740240482,0.00230424790394,0.00233046268521,0.00252281033549
2.1,0.00340804624512,0.00341146250534,0.00247882624021,0.00365479233789,0.00319082612296,0.00269860284264,0.00209322808001,0.00296513070944,0.00167373840053,0.00281622351858,0.0022669945838,0.00202050994772,0.00256008257029,0.00209522641357,0.00226495216889,0.00333313741729,0.00270331411241,0.00233934154509,0.00242745926953,0.00241099320157,0.00109932101692,0.00154927494796,0.00127162041172,0.00225720030594,0.00213626264475,0.00235854753939,0.00242031429602,0.00238788219497,0.00189568112692,0.0021606167769,0.00241156170064,0.00301811464258,0.00204784466865,0.00233625507672,0.00220208008285,0.00306454504332
2.15,0.00287922470405,0.00317712124725,0.00252774383435,0.0031224896611,0.00278628508869,0.00256986654904,0.0020585263049,0.00287787259581,0.00137661056035,0.0026540131507,0.00240877337012,0.00217265214981,0.00237766617786,0.00231086224004,0.00225042650295,0.00248065071465,0.00275491971515,0.0024319489487,0.00231714491429,0.00228786644457,0.00107002880981,0.00155730861977,0.00138107319202,0.00231021191673,0.00219009213806,0.00185940845314,0.0022658333214,0.00238823355698,0.00175251665448,0.00168231842917,0.00222952262959,0.00280957614006,0.00223280859144,0.00217002177173,0.00252978695544,0.00290605964076
2.2,0.0021479533402,0.00316689787726,0.00234189284475,0.0034510173037,0.002670409698,0.00233295799911,0.00170231416388,0.00275791189297,0.00140732383025,0.00294491450744,0.00321136151831,0.00229612376123,0.00231167861196,0.00256404371598,0.00225960738086,0.00224437927614,0.00237640372811,0.00258544901042,0.00219447034282,0.00184452646325,0.00130689912322,0.00157392998099,0.00128167174004,0.00229143603431,0.00175696632839,0.00171513527276,0.00248451819928,0.00236175683976,0.00183638641427,0.00160787353662,0.00231508953455,0.00224687062601,0.00224851577372,0.00204936113701,0.00191684287079,0.00258406485371
2.25,0.00172229669672,0.00311923279572,0.00175547224187,0.00375660226252,0.00218508821764,0.00190812890403,0.00166242745832,0.00307813387576,0.00129447487401,0.00298651298622,0.00290065276794,0.00207364471734,0.00215375619382,0.00247827469486,0.00203429326258,0.00196010925032,0.00202271785243,0.00266814160468,0.00222334631402,0.00151998690538,0.0014360733503,0.00211339585494,0.00132286477127,0.00212251352361,0.00156455853884,0.00218244106394,0.00246994452005,0.00233437355024,0.00204346990869,0.00181893235462,0.00228553536574,0.0015226305816,0.00219472178947,0.00190175085913,0.00138889320094,0.00259307829209
2.3,0.00125905416793,0.00294003359677,0.00136900313981,0.00385116698442,0.00235294552577,0.00131277907783,0.00147362297046,0.00284634959726,0.00154121408501,0.00318772888568,0.00228190258187,0.0018053919,0.0023669387575,0.00217436002897,0.00209975658622,0.00214581666647,0.0017064944433,0.00256174202913,0.00225681866239,0.00119489524951,0.00158200652438,0.00206630299117,0.00136242317233,0.00190497518399,0.00123914087584,0.00253949664885,0.00249374437874,0.00207799265855,0.00217909539851,0.00204292609598,0.00232035950137,0.00145197204896,0.00203884460704,0.00180589644172,0.00154342888958,0.0025382022448
2.35,0.00142540233194,0.00251565884755,0.00122784041054,0.00375872873948,0.00274854023052,0.00142042260254,0.00143497003182,0.00253269884371,0.00193070650742,0.00308239470356,0.00203540935692,0.00188365387005,0.00243346590222,0.00188369489442,0.00203712753416,0.00207815643283,0.0014941010955,0.00265871252321,0.00218248407279,0.00101039112027,0.00149108643884,0.00185836364811,0.00149015264081,0.00195104296047,0.00111338255271,0.00249292078521,0.00238315604537,0.00201480736271,0.00225673837007,0.001839763806,0.0021613921047,0.00169367594768,0.00201357234426,0.00180451834852,0.00207520709136,0.0030100630029
2.4,0.00151070061821,0.00231953553871,0.00186208229811,0.0030824152976,0.00288770077847,0.00163103223025,0.00131655242404,0.00247081529232,0.00246081907845,0.0029854110344,0.0018193929204,0.00174905907454,0.00234091735164,0.00178122840674,0.00224988991275,0.00223078389344,0.00147927984751,0.00270053378377,0.00226318205375,0.00119910187555,0.00136506349004,0.00177115598199,0.00149132110494,0.00206407504552,0.000891295985623,0.00221090932453,0.00245383817803,0.00206147768695,0.00231548681101,0.00136668620997,0.0017482378384,0.00203397218391,0.00188485589779,0.00190122623279,0.00189563644698,0.00263099599839
2.45,0.0020675994066,0.00219957586661,0.00236158889969,0.00235609515496,0.00305881770826,0.00210697308509,0.0015695250526,0.00220190528877,0.00270381848276,0.00312912761391,0.00195924154309,0.00174189825151,0.00233425530225,0.00181682343346,0.00244019843375,0.00207708892955,0.0014175725657,0.00258086454336,0.0022718235207,0.00137125404756,0.00120738567507,0.00172269580529,0.00145345373437,0.00194720240574,0.00100485622812,0.00170971150009,0.00209373451417,0.00240147032162,0.00268503785222,0.00134885518668,0.00195354893027,0.00222996007499,0.00196018432294,0.00171447269646,0.00202446492868,0.00230806644224
2.5,0.00331224614514,0.0024563100817,0.00203297069227,0.00200868568022,0.00308302321452,0.00246181106063,0.0019498298751,0.00210476934112,0.0027518945376,0.00343317757766,0.00223911640381,0.00169198151352,0.00242388508371,0.00174165809651,0.00253785721588,0.00226406155545,0.00150567359899,0.00255980336236,0.00202919439987,0.00152217715051,0.00123239867566,0.00190156624903,0.00146810526241,0.00196912893429,0.000881813871127,0.00164635303487,0.00199359566967,0.00248470786191,0.00315867676744,0.001288137589,0.00198498072424,0.00238343867315,0.00199756859918,0.00188830631779,0.00174511244267,0.00244768293813
2.55,0.00498224609264,0.00227928924364,0.00186410072721,0.00201784275724,0.00295789111699,0.00264495493448,0.00244523322049,0.00209438391654,0.00288354842472,0.00346049835519,0.00254398922736,0.00135445445383,0.00262796936931,0.00183175207293,0.00251946568191,0.00265301543542,0.00142213312664,0.00223249945383,0.00182883774803,0.00199936367189,0.00128776612011,0.00157772925917,0.00188291595601,0.00182684216555,0.00109933732978,0.00147052641991,0.00213971474225,0.00235129498083,0.00342928353784,0.00122352844054,0.00175793619967,0.00215580288233,0.00190497821131,0.00190861671816,0.00164266494463,0.0021983242477
