time,"-25,-15","-25,-10","-20,-20","-20,-15","-20,-10","-20,-5","-20,0","-20,5","-15,-10","-15,5","-10,-20","-10,-15","-10,0","-10,5","-5,-5","-5,0","-5,5","0,0","0,5","0,10","5,-20"
2.0,0.00260284392417,0.00120570614073,0.00209159795008,0.0013031871509,0.00202003247322,0.00189510310759,0.00160424965684,0.00146346605232,0.00176172014972,0.00164869953244,0.00137892953147,0.0020031648365,0.00260366631698,0.00166476539304,0.00163019915808,0.00230338706576,0.00204281482122,0.00219244714204,0.00278863154241,0.00259994657403,0.00130164978722
2.05,0.00280361001793,0.00141610221645,0.00181887956067,0.00137856972932,0.00186724591105,0.0019912305285,0.00200252304462,0.00150605354569,0.00158961063755,0.00174763765585,0.00132277516313,0.00245965463987,0.00291434876067,0.00194838766731,0.00169433155539,0.00231197175359,0.00195610325642,0.00310796900091,0.00273702060722,0.00271706213816,0.00102843571824
2.1,0.00238397234797,0.00133543934131,0.0015427225131,0.00163490366358,0.001872616766,0.00200233802456,0.00216037527775,0.00157139813371,0.00169011033104,0.00201149576924,0.00189374435647,0.00267653861117,0.00298271118025,0.00213914769624,0.00206562841435,0.00256882907109,0.00183366788564,0.00324069876458,0.0029149108529,0.00326682703824,0.000640842043395
2.15,0.00179727100555,0.00113453245094,0.00147907044464,0.00169103677746,0.00191150479033,0.00198535277725,0.00184505171556,0.00167850160546,0.00160221716681,0.00217112748958,0.00221739994611,0.00219470781056,0.00216156399371,0.00196344032936,0.00221278168553,0.00272154945767,0.00185934248398,0.00317671887889,0.00280874135798,0.00348199431886,0.000961201820865
2.2,0.00152422494349,0.00104844729495,0.00158594436561,0.00196324989649,0.00184791150703,0.00167451683093,0.00183456793031,0.00167577517729,0.00151868783353,0.00205071498079,0.00257674043176,0.00201917805613,0.00171369950351,0.00165197594603,0.00185009023513,0.00245467906011,0.00204669764477,0.00289267133612,0.00217269018659,0.00329602165151,0.000996248883524
2.25,0.00190587085369,0.00144466266297,0.00158060995406,0.00212119765505,0.00176831664326,0.0015404185512,0.00190685086353,0.0016745285337,0.0013195694778,0.00203239001515,0.00265974800991,0.00157007890475,0.00189860977948,0.00140473495034,0.0017436685221,0.00169665479454,0.00197437582042,0.0025960572036,0.00167764941097,0.00319032113907,0.000915409746605
2.3,0.00265767275222,0.00184924467585,0.00166844894792,0.00208240030268,0.00164157116289,0.00160786629064,0.00205391749319,0.00149918738804,0.00126630252135,0.00190058329077,0.00191715693041,0.00136480690203,0.00205364290681,0.00137210628798,0.00166600821761,0.00118862979114,0.00171883132184,0.00231709737565,0.00190572579354,0.00296288330243,0.000902649442437
2.35,0.00365646936279,0.00237788203881,0.00177421447172,0.00223359563513,0.00167443076575,0.00164061187093,0.00176614895107,0.00157373930932,0.00130862740606,0.00171315537665,0.00183236310285,0.00134111013623,0.00203533757417,0.00145441555741,0.00125347694262,0.0011140520041,0.00152553251868,0.00234784660452,0.00230261930461,0.00290580896088,0.000887825575586
2.4,0.00423913192766,0.00247949076548,0.00173837166812,0.00245790031794,0.00180881578732,0.00168318930741,0.00193983318954,0.00173301582573,0.00175443973703,0.00179053289099,0.00171095527492,0.00151948755698,0.0021087907672,0.00151283541663,0.000845069916448,0.00117195484106,0.00145302495814,0.00239991778182,0.0028990611886,0.00250606921233,0.000850188329631
2.45,0.00409775663346,0.00238742761888,0.00193260169499,0.00247475843918,0.00205138489212,0.00170799461709,0.0018426407334,0.00211965132545,0.0018431748656,0.00177454993967,0.00110705334951,0.001518239514,0.00241047854556,0.00176436835384,0.00077307226879,0.0015566911251,0.00145237104278,0.00224243622969,0.00291634038076,0.00236380132516,0.000554634148651
2.5,0.00324952812537,0.00235539552687,0.00201053699296,0.0026514743105,0.00236995296636,0.00173951859768,0.00208230565354,0.00221874745892,0.00178831587812,0.00156914045456,0.000870976898635,0.0018245750958,0.00228567153707,0.00193450434974,0.000774881139363,0.00169490313095,0.0015140636971,0.0017055701573,0.0026698151749,0.0024729194234,0.000487486567019
2.55,0.00232459894792,0.00203253982029,0.00208472106993,0.00273986075772,0.00217809095722,0.00194750205632,0.0020045379066,0.0021309515186,0.00155425290627,0.00160504958042,0.000791661936313,0.00203465008305,0.00188120158181,0.00207437122878,0.000865844158856,0.00180174260218,0.00173947343102,0.00122900047279,0.00260900003367,0.00277855514875,0.000709500298667
2.6,0.00166104256733,0.00177156814525,0.00234170876891,0.00256599218313,0.00213146009791,0.0020623669938,0.00224102117997,0.00197587300471,0.00158055644005,0.00172300540205,0.000959404780096,0.00176407968065,0.00158308499242,0.00211246412145,0.00108858260582,0.00204616673491,0.00225748448164,0.0011085652229,0.0026323703691,0.00293610022388,0.00055513947411
2.65,0.0018104328863,0.00192697394173,0.00219238806095,0.00222992617788,0.00187281145231,0.00212497626343,0.00175128133255,0.00208738421694,0.00134427116496,0.00167013060983,0.000993066286517,0.00161077792197,0.0017152498064,0.00200690935458,0.00123773205632,0.00216519222547,0.0023607980271,0.00130423185539,0.00273482431739,0.00304318371166,0.00044333190307
2.7,0.0018329619362,0.00217059336425,0.00233280909962,0.00234608564556,0.00171496836649,0.00210031204269,0.00147170140187,0.00216446543905,0.00128989458448,0.00185291781898,0.000954529255426,0.00143829760488,0.00177138441543,0.00207864874727,0.00114002456782,0.00198782315524,0.0024495188547,0.00139975153141,0.00287914115792,0.00276436294295,0.000338912206992
2.75,0.00186184420578,0.00217754947356,0.00221856993181,0.0021563494581,0.00159469933614,0.00201570520849,0.00133203014951,0.00209404113361,0.00124705651686,0.00187871190711,0.000980181540036,0.00144442647084,0.0013735550242,0.00207389587276,0.00127850321056,0.00188070722849,0.00252381766181,0.00184083148775,0.00254048363402,0.0023104495676,0.000487944005589
2.8,0.00211858886538,0.00211259060749,0.00204236570561,0.00235354459712,0.001508116337,0.0019640441402,0.00170992936714,0.00176761492048,0.00144506920647,0.00180414375775,0.000926144298757,0.00177564155324,0.00133188002927,0.00189682231753,0.00111336692496,0.00167599118599,0.00239185667501,0.00218447234681,0.00233680915797,0.00208940674686,0.000565872237283
2.85,0.0020280855002,0.00250717349934,0.00225287210217,0.00261464245651,0.00135203804484,0.00199167425349,0.00230132728486,0.00172113014213,0.0016849232789,0.00148842778838,0.00106747970492,0.00190962718383,0.00122651569717,0.00164953224652,0.00118344470205,0.00165842129049,0.00216828663687,0.0030764301558,0.00206107728214,0.00193629833924,0.000859850087511
2.9,0.00214538682893,0.00286116463819,0.00215903516585,0.00251894170491,0.00142920408984,0.00198370487047,0.00258746664983,0.00170446951169,0.00169631411524,0.00141964181145,0.00116746907465,0.00241678170104,0.00142239509839,0.0016362540542,0.00121935337639,0.00167031053624,0.00239697016823,0.00335502536217,0.0020674862282,0.0018133396095,0.00118556453465
2.95,0.00267464683796,0.00310910306287,0.00230958550117,0.00238497745592,0.0015109783422,0.00186405510835,0.00266360944077,0.00181385249246,0.00163011475292,0.00154069325162,0.00166706904564,0.00249070576552,0.00183843794741,0.00173712416533,0.00122499800022,0.00149892473972,0.00268662722955,0.00334907259347,0.00184407782077,0.00188165588477,0.00175723476006
3.0,0.00220460311581,0.00286923449678,0.00223561506658,0.00204934610836,0.00164714620235,0.00184845002113,0.00226890587116,0.00169092137597,0.00144750657957,0.00166945071876,0.00190666860145,0.00277966824606,0.00208384923428,0.0019798512304,0.00100271476096,0.00167950016706,0.00278183005434,0.00343700181615,0.00164486152152,0.00204835549185,0.00156723185668
3.05,0.00216657044411,0.00269122670819,0.00208554604489,0.001933888404,0.00164158258089,0.00193753474222,0.00197571737923,0.00164229563011,0.00145410044077,0.00162249804355,0.00210442869121,0.00271593611857,0.00235207122644,0.00192463468559,0.000954480756695,0.00187415685827,0.00261003642847,0.00393822485799,0.00146740791055,0.00210501516534,0.00148248801837
3.1,0.00171381377681,0.00195776749426,0.00180661233018,0.00174423966958,0.00166475022654,0.00186854629104,0.00203043168327,0.0017509420577,0.0014203548384,0.00164514684572,0.00219833891219,0.00251779903117,0.00208178224306,0.00195722061218,0.000957075095127,0.00201828263288,0.00245599098294,0.00393779881602,0.00156740827853,0.00200575351564,0.00151280420164
3.15,0.00129212721911,0.00185117560001,0.00188469476399,0.00147905278857,0.00156155122763,0.00153235100983,0.00210524688572,0.00177628837796,0.00150976627085,0.00163032344877,0.00213239301872,0.00240735098687,0.00173402084434,0.00175488378572,0.000914516493403,0.00206277159458,0.00240991673514,0.00426279734797,0.00158120346069,0.0018415253219,0.00165740343353
3.2,0.00143237810078,0.00198496412042,0.00177153770293,0.00145898467267,0.00163897388328,0.00144778244935,0.00223050318303,0.00195200483581,0.00148658935533,0.00182235261959,0.00214989363329,0.00240801005365,0.0018368050456,0.00149101401791,0.000862506812807,0.00196069367675,0.00240627199777,0.00364511159687,0.00193979127966,0.00173800832606,0.00145534457454
3.25,0.00167199306348,0.00201072105429,0.00202615189385,0.00176864877626,0.00184561309425,0.001376280159,0.00240278701743,0.00182176793099,0.00132229607745,0.00202652523032,0.00213318447351,0.00205664722632,0.00181364979983,0.00114920790656,0.000939189544101,0.00180803323889,0.00240131236152,0.00341032516718,0.00183736410144,0.00187139040714,0.00140960423794
3.3,0.00200378575195,0.00166722974616,0.00185261116906,0.00192363906475,0.00166132153578,0.00146217578349,0.00250086858445,0.00178490836976,0.00132770094784,0.00193971916521,0.00210019915075,0.00178818281627,0.00192649047095,0.00115004241857,0.00119480822275,0.00164843085568,0.00192010227948,0.00279683509617,0.0015989264018,0.00186225036174,0.00101449473144
