time,"-25,-15","-25,-10","-20,-20","-20,-15","-20,-10","-20,-5","-20,0","-20,5","-15,-10","-15,5","-10,-20","-10,-15","-10,0","-10,5","-5,-5","-5,0","-5,5","0,0","0,5","0,10","5,-20"
2.0,0.00214847016378,0.00228793465176,0.00165653923713,0.00189447877504,0.00106377024066,0.00158562864274,0.00273183206638,0.00223711309695,0.00180136185416,0.0026969836946,0.00227132404975,0.00268362231859,0.00187516908827,0.00306746542035,0.000978646731867,0.00139824150633,0.00291238241483,0.00158288274054,0.0035945969687,0.00324457702132,0.00300625907617
2.05,0.00189184494676,0.00219429416607,0.00152957427737,0.00190707662158,0.00117230913107,0.00149966649276,0.00267012218762,0.0020147782762,0.00169087856429,0.00265519957166,0.00239469694852,0.0025966765982,0.00178195274849,0.00268533921093,0.00131069222095,0.00156181242889,0.00282202114227,0.00128534874398,0.00335169481242,0.00304366127426,0.0032235681747
2.1,0.00189267504456,0.00217689383155,0.00185044735772,0.00170751664119,0.00154058929825,0.0015151718257,0.00274051086994,0.00196406097326,0.00177241120483,0.00272001132596,0.00251254113766,0.00226642736022,0.00192712359903,0.0026502985779,0.00198210119852,0.00153821367151,0.00260910657271,0.00138296095869,0.00301795588966,0.00292643155581,0.00372714492906
2.15,0.0017288541655,0.00227225557899,0.00207675469659,0.00174333251521,0.00186884349299,0.00171205516516,0.00281543279725,0.00186501269032,0.00170336994269,0.00252908002018,0.00255993502949,0.00192344373549,0.00195709337409,0.00303776621741,0.00269514248593,0.00162711361293,0.00253003425085,0.00151919892999,0.00264586147144,0.00298922542114,0.00416190756951
2.2,0.00195444960179,0.00215813950753,0.00214526903686,0.00193546190647,0.00215143160709,0.00194362197253,0.00263094270275,0.00162507523891,0.0018381425692,0.00265770076172,0.00225952064378,0.00185152345093,0.00175767273914,0.00324242734378,0.00228631631558,0.00124330057609,0.00260640432723,0.00167424998863,0.00245689586327,0.00302384270751,0.00384923020049
2.25,0.00179616095389,0.00199219060445,0.00205146225016,0.00209285622729,0.00202786375514,0.00211261967923,0.00237827236423,0.00173192821575,0.00160210696189,0.00278470665353,0.00215829289494,0.00167789307085,0.00162850969573,0.0033530709418,0.00212441518718,0.00122440314955,0.00251980429157,0.00151647422704,0.00272052223511,0.00317932995513,0.00298861260607
2.3,0.00175013442006,0.00148951731964,0.00217655881782,0.00201460957765,0.00189062841936,0.00196563803286,0.00223473956121,0.0017537363308,0.0015291121164,0.00258128677812,0.00200010585134,0.00174175365948,0.0015889375865,0.0034448969169,0.00183559895481,0.0013431763856,0.00252267057213,0.00152068164643,0.00299967494653,0.00333054407824,0.00226743730137
2.35,0.00146465357829,0.00153316909465,0.00296125626807,0.00193985570666,0.00172346901109,0.0017063794742,0.00244817304442,0.00155855195182,0.00137521004335,0.0028090670406,0.00184701830817,0.00202411512452,0.0015447505209,0.00332447623385,0.00136969499028,0.0013863988824,0.00244921336489,0.00158641773817,0.00339553875677,0.00339389090691,0.00193239390774
2.4,0.0014786894024,0.00146337251316,0.00296918180804,0.00215247909211,0.00181405462274,0.0016709889209,0.00248827482009,0.00158716349798,0.00150996797041,0.00281101718697,0.00179785173302,0.00220013458748,0.00180808335707,0.00313194604374,0.00119668538596,0.00142464462729,0.00234406355467,0.00196078012548,0.00350471653158,0.00352617794877,0.0014852504103
2.45,0.00169965887713,0.00199582375606,0.00295873713141,0.00221934253729,0.00184928738807,0.00154495229728,0.002571280551,0.00200674039248,0.00165615998033,0.00218371669929,0.00205549073929,0.00200879332316,0.00156992730277,0.00284379362162,0.00117546178909,0.00158279440272,0.00217856138519,0.00224898643318,0.00390783849301,0.00376004484252,0.00155463266522
