time,"-25,-20","-20,-15","-10,-15","0,-20","0,-15"
4.65,0.00305842315021,0.00207707275737,0.00457428066506,0.000794548020037,0.00240565425429
4.7,0.00301621821967,0.00197620446603,0.00307935750535,0.000838304579256,0.00228130896346
4.75,0.00310418140662,0.0020106381982,0.00254022785458,0.000949595559756,0.00217198486526
4.8,0.00325808854982,0.00205540857218,0.0025462384855,0.00104993956331,0.00212528644865
4.85,0.00322352488349,0.00182164071762,0.00229845023178,0.00122977382141,0.00197667485435
4.9,0.00288857762995,0.00166918629157,0.00195622874512,0.00132970744364,0.00178535047786
4.95,0.00259693262147,0.0015098213397,0.00170165878296,0.00153327518245,0.00154776799619
5.0,0.0025776472285,0.00142824741195,0.00165331190605,0.00148317593676,0.00137697829087
5.05,0.00261947835529,0.00124393225213,0.00191922421999,0.0013281687364,0.00130283859271
5.1,0.00235520293926,0.00135126776781,0.00212742391313,0.00109371470701,0.00134309762116
5.15,0.00203568441417,0.00137244462824,0.0022921828558,0.00105962728065,0.00163516177351
5.2,0.00183389462735,0.00156722186202,0.00208778141808,0.00114824097218,0.0019991752439
5.25,0.00166793564878,0.00161069991512,0.00221352450122,0.0015680163015,0.00208534520542
5.3,0.0014608270156,0.00157846447285,0.00206287893361,0.00199081486806,0.00228937776535
5.35,0.00143612293445,0.00151058743672,0.00196885146432,0.00249932625018,0.00255535561571
5.4,0.00159265831936,0.00129709749977,0.00193822772002,0.00278153454105,0.00255156115339
5.45,0.00160890460732,0.0012747558646,0.00218062917591,0.00303809075384,0.0026598057073
5.5,0.00182183168631,0.00143928700287,0.00203648361487,0.00350947483625,0.00276583243148
5.55,0.00184731488727,0.00146880430231,0.00215731147414,0.0038930531926,0.00269824798749
5.6,0.00171197706783,0.00115064023914,0.00241507870248,0.003997483675,0.00251071951534
5.65,0.00166214589265,0.00111415572126,0.00275395862963,0.00416510038385,0.00266285894474
5.7,0.001776256015,0.00105412735472,0.0031281405786,0.0040093592668,0.00289330229918
5.75,0.00178585538751,0.000930695384056,0.00358695630683,0.00350874428483,0.00318582388082
5.8,0.00165283534136,0.000914401762998,0.00398075628492,0.00300975682614,0.00319153292125
5.85,0.00168770254456,0.000889802141054,0.00396809611377,0.00259664608767,0.00314452611586
5.9,0.0017866194224,0.000875659566104,0.0029756260172,0.00208430254164,0.00273058358151
5.95,0.00163757861919,0.000852840669519,0.0023395148614,0.00168720940266,0.00261590978799
6.0,0.00152465532086,0.000860371714584,0.00247927965541,0.0015106520966,0.00250906225219
6.05,0.00139762074901,0.000891435956935,0.00289222805836,0.00141072519086,0.0023498171978
6.1,0.00159248991943,0.000888298318799,0.00255058457538,0.00129571765811,0.00228155874842
6.15,0.00168864154232,0.0007306604926,0.00199492592093,0.00134327125076,0.00223616985326
6.2,0.0017827590567,0.000634093347284,0.00169786568367,0.00129116307868,0.00208957308069
6.25,0.00184969768596,0.00065641774917,0.00166958752138,0.00133432974929,0.00206110337361
6.3,0.00185656941467,0.000537750981781,0.00222390007066,0.00144250642055,0.00191700327116
6.35,0.00153900145697,0.000668225940781,0.00263378879446,0.0014252495751,0.00213230538419
6.4,0.00144009649708,0.000884248030938,0.00209743594604,0.00140919487333,0.0021937839833
6.45,0.00146866782746,0.00103736405158,0.00169018557367,0.00127461676397,0.00203933161909
6.5,0.00157245036216,0.00116862394946,0.00212056874772,0.00118264816086,0.0016050833437
6.55,0.00168466653522,0.00132844766182,0.0022331398662,0.00106912658603,0.00126935932036
6.6,0.00165034199556,0.00148928708692,0.00233049750841,0.00101100766148,0.0013517575263
6.65,0.00166602018972,0.00180139739631,0.00215441989338,0.000837387804619,0.001491889313
6.7,0.00175874311443,0.00201399986137,0.0017211617053,0.000762281498937,0.00146142869791
6.75,0.00171088643962,0.00198433358877,0.00231885266793,0.000693917199118,0.00148117119529
6.8,0.00176122449957,0.00181004392487,0.00301517510552,0.000769708497993,0.00170557767382
6.85,0.00171756189681,0.00171853352309,0.00273792990948,0.000929380905362,0.00191446910778
6.9,0.00135868711606,0.00159326356467,0.00180369265916,0.00106207625525,0.00203494873212
6.95,0.00115880962221,0.0014880878784,0.00208385227565,0.00111428335486,0.0023158574037
7.0,0.00120894721023,0.00110653886438,0.00202615105405,0.00115063081364,0.00249157536564
7.05,0.00125258026765,0.000936271959575,0.00245665483818,0.000928049662942,0.0028623497528
7.1,0.00121270519246,0.000960322712315,0.00266062099955,0.00086266051432,0.00319046246663
7.15,0.00112520479431,0.00107828872312,0.00277627421059,0.000903216674783,0.00299078800443
7.2,0.00115898234374,0.00126840273257,0.00285560931103,0.00102593268872,0.00252099444076
7.25,0.00127846418444,0.00138631488573,0.00296628745819,0.00101532723579,0.00237561837227
7.3,0.00147312352447,0.00158135212543,0.00275370512136,0.00100412419434,0.00224273821999
7.35,0.00149132608428,0.0015448344711,0.00248776601997,0.00114938556131,0.00185642209052
7.4,0.00141045023944,0.00132148865873,0.00205138877367,0.00131812506501,0.00155367411205
7.45,0.00131706182612,0.00131645911531,0.00185803246571,0.00145705629882,0.00141314515132
7.5,0.00118951683654,0.0012010840882,0.0016414514336,0.00160869517151,0.00136977867715
7.55,0.0010935754862,0.00107062822824,0.00169776809951,0.00157889104304,0.00143745311632
7.6,0.00100352522957,0.00108669329533,0.00187149424831,0.00161035382154,0.00139977179198
7.65,0.000958104151488,0.00110289938306,0.00195143521988,0.00178964625785,0.00141378268021
7.7,0.000935268030077,0.000953549682447,0.00189220190198,0.00170035437574,0.00134629702802
7.75,0.00100713249311,0.000781397117202,0.00187401571374,0.00175211000757,0.00112442908578
7.8,0.00112713156535,0.000730696427379,0.00165417299628,0.00171385140258,0.00114849966207
7.85,0.00114135271387,0.000784527547152,0.0017622674357,0.0014038818097,0.00105419356508
7.9,0.00120274081801,0.000854308301399,0.00189662262502,0.00126583742396,0.00103297760296
7.95,0.00114987332732,0.000993565654822,0.0019674395351,0.00118691196394,0.000994332273134
