time,"-25,-20","-20,-15","-10,-15","0,-20","0,-15"
2.0,0.000786416996332,0.00184438328609,0.0012215453354,0.00101598848778,0.000891690721471
2.05,0.000845480000095,0.00177388726207,0.000952820127412,0.00104771034321,0.000919393569185
2.1,0.000837253491178,0.0017366310152,0.00114046397068,0.00113121114426,0.000971297561028
2.15,0.000741202159601,0.00174608287042,0.001593071399,0.00118889354054,0.00109852259108
2.2,0.000732595138691,0.00159810911078,0.00187558920848,0.00120211490606,0.00115665868233
2.25,0.000621260552981,0.00148468670942,0.00246650145754,0.00117405674041,0.00107074272923
2.3,0.000553140900801,0.00142972546593,0.00253778718513,0.0012218533469,0.000886482308153
2.35,0.000650701163345,0.00134599983119,0.00271756837,0.00150819260436,0.000773532020592
2.4,0.000646987204267,0.00135993801602,0.00276883834405,0.00179644250434,0.000825945806728
2.45,0.000658772812907,0.00129142281008,0.00296963606943,0.00187231533918,0.00106042010711
2.5,0.000565455585914,0.00116402948363,0.00256153608024,0.00204677368105,0.00124306765498
2.55,0.000616229869681,0.00102155305994,0.00191077093883,0.00217026716359,0.00163024934654
2.6,0.00072479136217,0.000991364839947,0.00181611900725,0.0025324175776,0.00207618047267
2.65,0.000588799698788,0.00117256213733,0.0018194057655,0.00303604883199,0.00244939336173
2.7,0.00052654404155,0.00126778924838,0.00187481588528,0.00344903722596,0.00262924682288
2.75,0.000488500871617,0.00118349680125,0.00190634192736,0.00364738801511,0.00298148509
2.8,0.000704343931499,0.00113194006572,0.00218809222322,0.00366460787325,0.0031494866945
2.85,0.00087236587456,0.00114196487882,0.00263869039578,0.00325118696099,0.00339325075885
2.9,0.00103965526764,0.00116969571243,0.00330118594532,0.00324782255528,0.0034873562374
2.95,0.00105455460615,0.00122522495042,0.00328124792786,0.00332143759809,0.00351493738821
3.0,0.000832537661281,0.00121244685553,0.00316117849149,0.00314544298116,0.00360404831268
3.05,0.00084058607038,0.0011221723607,0.00275183695297,0.00263216181243,0.00373569528014
3.1,0.000829678065378,0.000907110396766,0.00278382249426,0.00178361056955,0.00326399935355
3.15,0.000731274478014,0.000930372174749,0.00234088303213,0.00184196592679,0.00324439083078
3.2,0.000634775260268,0.000950131922236,0.00223056080631,0.00196497561953,0.00312118873735
3.25,0.000729013893083,0.00104502635894,0.00224320551754,0.00167555052252,0.002695357385
3.3,0.000847795163131,0.00119363704367,0.00218895096514,0.00133001554933,0.0023895093433
3.35,0.000925636965649,0.00126225285652,0.00221403662358,0.00112101700822,0.0021369121149
3.4,0.00129239383327,0.00129228593294,0.00261465897669,0.00112838322571,0.00202640779226
3.45,0.00130214440416,0.00123894940656,0.00239602638645,0.00108335991015,0.0018596436091
3.5,0.00119778817835,0.00108532798203,0.00227148104541,0.00114412150794,0.00162203123844
3.55,0.00116558456165,0.00108876690509,0.00213595630368,0.00102529226616,0.00140569238781
3.6,0.000849615620945,0.00100130854354,0.00186735924858,0.000959021994957,0.00119454140863
3.65,0.000936011134558,0.000938290129898,0.00172964450503,0.000861886531629,0.00113151104623
3.7,0.000813028116853,0.000943102988356,0.00157125984672,0.000866272254798,0.000947250021073
3.75,0.000696294507136,0.000964080301963,0.00133482763238,0.000806559847161,0.000857929801305
3.8,0.000669903071981,0.000956273283722,0.000832248144912,0.000689603955829,0.000717960353074
3.85,0.000640825907757,0.000903602264819,0.000575146131322,0.000645777796721,0.000760123634635
3.9,0.000627246819915,0.000803274242672,0.000645782953344,0.000868282866343,0.000731275448636
3.95,0.000630579175268,0.000824895021878,0.000984675270979,0.000895604850242,0.000747328605403
4.0,0.000661756025992,0.000815984796169,0.00124004561235,0.000899845270544,0.000756862830285
4.05,0.000622741783642,0.000874222426382,0.00153968542873,0.000821478099335,0.000715698637259
4.1,0.000606174866884,0.000976327516931,0.00204747181677,0.000860999675853,0.000880148087685
